loan_id,borrower_id,application_date,branch,county,age,employment_type,monthly_income_kes,membership_years,savings_balance_kes,loan_product,loan_amount_kes,loan_term_months,monthly_repayment_kes,other_monthly_debt_kes,debt_to_income_ratio,loan_to_savings_ratio,previous_loans,previous_defaults,previous_late_payments,avg_monthly_inflows_kes,avg_monthly_outflows_kes,mobile_money_active_months,utility_payment_consistency,income_consistency_score,days_overdue,late_payment_count_current,repayment_ratio,loan_status,default,generated_default_probability,risk_category
5021540,121540,2025-12-22,Meru,Meru,38,Casual,22400,4,17900,Asset Finance,108300,60,2100,6900,0.402,6.05,6,0,1,23600,19300,38,0.967,0.797,6,1,0.832,Late,0,0.1114,Moderate
5031060,131060,2025-12-22,Nakuru,Meru,36,Self-Employed,84400,4,326600,School Fees,322300,3,121500,12100,1.583,0.987,9,0,1,109900,86700,42,0.861,0.504,4,0,0.954,Late,0,0.1013,Moderate
5009248,109248,2025-12-22,Eldoret,Nairobi,44,Self-Employed,45800,5,57800,Agriculture,320300,12,29400,3300,0.714,5.542,8,0,1,52500,39500,55,0.761,0.799,1,0,0.933,Current,0,0.1941,Moderate
5034192,134192,2025-12-22,Mombasa,Kakamega,32,Casual,36500,5,17700,School Fees,67900,3,26500,11500,1.041,3.836,10,1,2,46700,36200,55,0.922,0.498,3,0,0.939,Late,0,0.2215,Moderate
5022956,122956,2025-12-22,Embu,Meru,39,Self-Employed,47000,2,82600,Business,247800,6,49100,4900,1.149,3.0,3,0,1,49300,38700,17,0.61,0.683,0,0,0.929,Current,0,0.1016,Moderate
5019655,119655,2025-12-22,Kisumu,Nakuru,33,Self-Employed,66900,6,296800,Development,217900,36,6600,17100,0.354,0.734,9,0,1,57600,39000,67,0.857,0.679,0,0,0.908,Current,0,0.0149,Low
5015966,115966,2025-12-22,Mombasa,Kakamega,32,Self-Employed,64300,9,239000,Development,366500,36,10700,22400,0.515,1.533,14,2,1,79000,65400,102,0.574,0.692,1,0,0.913,Late,0,0.0769,Low
5029769,129769,2025-12-22,Meru,Meru,21,Business Owner,52600,5,222500,Business,216700,36,7000,15000,0.418,0.974,5,0,0,66000,44800,46,0.613,0.913,5,0,0.981,Late,0,0.0234,Low
5009023,109023,2025-12-22,Westlands,Nairobi,38,Self-Employed,47100,6,254900,Business,321800,12,32100,16100,1.023,1.262,4,1,1,51500,36300,58,0.824,0.737,5,1,0.899,Current,0,0.0287,Low
5001263,101263,2025-12-22,Nairobi CBD,Embu,35,Salaried,30000,6,147600,Business,239600,6,48700,8200,1.897,1.623,9,1,0,29100,21300,66,0.563,0.512,9,1,0.887,Current,0,0.0981,Low
5043212,143212,2025-12-22,Kisumu,Kakamega,41,Self-Employed,45200,6,44100,Development,252000,12,22200,13900,0.799,5.714,10,0,2,39000,28700,68,0.803,0.521,3,2,0.965,Late,0,0.2131,Moderate
5036692,136692,2025-12-22,Nakuru,Kiambu,46,Salaried,34900,3,9500,Agriculture,146100,6,26600,4500,0.891,15.379,4,1,1,36200,29500,29,0.842,0.802,42,5,0.511,Defaulted,1,0.8986,Very High
5000004,100004,2025-12-22,Kisumu,Kisumu,35,Self-Employed,54000,2,219500,School Fees,277400,3,102100,17100,2.207,1.264,2,0,0,56700,52000,20,0.842,0.858,7,0,0.987,Current,0,0.1926,Moderate
5000584,100584,2025-12-22,Meru,Nairobi,44,Salaried,45200,5,192900,Development,255500,36,8300,7000,0.338,1.325,4,0,1,60600,45500,40,0.681,0.89,4,0,0.857,Current,0,0.0252,Low
5044633,144633,2025-12-22,Nyeri,Machakos,31,Casual,61700,2,238200,Development,230900,36,7300,18200,0.413,0.969,3,0,0,54300,37800,16,0.932,0.764,4,0,0.928,Late,0,0.0396,Low
5005470,105470,2025-12-22,Mombasa,Meru,38,Self-Employed,41900,3,158500,Development,264500,12,23900,7300,0.745,1.669,6,1,0,56100,41000,29,0.708,0.666,5,2,0.943,Late,0,0.1304,Moderate
5027781,127781,2025-12-22,Embu,Kiambu,54,Business Owner,51700,4,125400,School Fees,179200,6,35900,15200,0.988,1.429,6,1,2,55900,49400,35,0.717,0.514,5,0,0.933,Current,0,0.069,Low
5001392,101392,2025-12-22,Westlands,Nairobi,40,Salaried,46200,3,97100,Asset Finance,263800,24,12300,12200,0.53,2.717,2,0,1,53000,34900,26,0.664,0.586,2,1,0.913,Late,0,0.0289,Low
5042387,142387,2025-12-22,Kisumu,Kiambu,53,Self-Employed,56400,5,312300,Asset Finance,575300,36,18800,3300,0.392,1.842,3,0,0,63400,44200,52,0.861,0.767,4,0,0.879,Late,0,0.0397,Low
5031513,131513,2025-12-22,Meru,Other,45,Self-Employed,41400,6,199900,Development,240500,36,7100,2600,0.234,1.203,8,0,2,36800,28300,54,0.995,0.729,8,0,0.977,Current,0,0.0349,Low
5017244,117244,2025-12-22,Mombasa,Nairobi,43,Salaried,62100,3,105600,Business,338600,24,15600,2300,0.288,3.206,5,0,1,66700,52100,26,0.875,0.718,7,1,1.017,Late,0,0.0573,Low
5036061,136061,2025-12-22,Westlands,Kisumu,40,Business Owner,74100,5,344300,Asset Finance,397400,48,9800,3400,0.178,1.154,9,1,2,71100,47100,51,0.71,0.727,2,0,0.988,Current,0,0.0337,Low
5038558,138558,2025-12-22,Eldoret,Nairobi,36,Salaried,114600,10,326900,School Fees,602400,12,52400,4600,0.497,1.843,16,0,0,121300,82600,113,0.846,0.878,6,0,0.823,Late,0,0.0053,Low
5031612,131612,2025-12-22,Kisumu,Nairobi,58,Self-Employed,72700,3,226600,Business,382800,36,12300,21600,0.466,1.689,4,0,1,90200,71600,32,0.839,0.99,3,1,0.987,Current,0,0.0245,Low
5020796,120796,2025-12-22,Kisumu,Kiambu,41,Business Owner,74700,9,44500,Asset Finance,272100,60,5100,5200,0.138,6.115,14,1,1,89300,60800,77,0.928,0.861,7,0,0.873,Current,0,0.085,Low
5005359,105359,2025-12-22,Mombasa,Nyeri,41,Casual,18100,3,42300,Development,86700,24,4000,6100,0.558,2.05,8,1,1,18500,14600,30,0.815,0.662,3,0,1.015,Late,0,0.1423,Moderate
5006275,106275,2025-12-23,Nyeri,Kisumu,42,Self-Employed,38300,6,157400,Business,245700,6,45200,1700,1.225,1.561,7,0,2,39200,37900,48,0.786,0.58,12,1,0.831,Late,0,0.0524,Low
5047108,147108,2025-12-23,Nyeri,Other,35,Salaried,76900,1,128800,Business,451600,24,22000,8200,0.393,3.506,4,1,0,70600,62900,12,0.886,0.759,2,1,0.895,Late,0,0.1225,Moderate
5008805,108805,2025-12-23,Embu,Uasin Gishu,51,Business Owner,106300,3,408400,Development,419000,12,40900,18800,0.562,1.026,5,0,0,113500,106800,24,0.909,0.875,8,1,0.882,Current,0,0.0285,Low
5003571,103571,2025-12-23,Nakuru,Machakos,34,Salaried,85500,11,172500,Agriculture,463400,6,80600,26800,1.256,2.686,11,0,1,92600,83100,111,0.661,0.85,11,0,0.891,Current,0,0.0413,Low
5030980,130980,2025-12-23,Eldoret,Nyeri,36,Business Owner,123500,4,495900,Development,801600,36,24000,23600,0.385,1.616,7,0,2,119300,94200,33,0.979,0.868,7,0,0.972,Late,0,0.0214,Low
5005757,105757,2025-12-23,Nyeri,Meru,47,Business Owner,64400,5,309000,Business,466500,24,21100,17000,0.592,1.51,7,0,3,75000,52600,58,0.809,0.615,22,0,0.897,Late,0,0.0516,Low
5003069,103069,2025-12-23,Nyeri,Kiambu,21,Salaried,56300,11,275000,Agriculture,414300,6,73000,1800,1.329,1.507,23,0,0,74200,58400,130,0.901,0.628,20,0,0.92,Late,0,0.0337,Low
5032301,132301,2025-12-23,Westlands,Machakos,34,Salaried,106700,3,534200,Business,529600,12,47600,29600,0.724,0.991,5,0,1,94200,63900,28,0.925,0.747,1,0,0.855,Late,0,0.0392,Low
5000944,100944,2025-12-23,Embu,Nairobi,56,Casual,52400,9,79300,Agriculture,195500,12,19300,3800,0.441,2.465,8,1,1,48600,40200,76,0.582,0.833,1,0,0.939,Late,0,0.0181,Low
5021959,121959,2025-12-23,Westlands,Kisumu,40,Business Owner,75800,2,210200,Development,366800,36,11700,9400,0.278,1.745,7,0,2,80300,64300,18,0.661,0.652,1,0,0.828,Current,0,0.0377,Low
5015972,115972,2025-12-23,Embu,Mombasa,37,Salaried,60800,7,143400,Business,200200,36,5900,2500,0.138,1.396,12,1,1,74800,73100,58,0.971,0.573,12,1,0.952,Late,0,0.0383,Low
5005352,105352,2025-12-23,Westlands,Mombasa,31,Farmer,45100,7,42900,Business,244500,6,46400,13400,1.326,5.699,7,0,1,55800,54400,78,0.895,0.828,4,1,0.889,Late,0,0.1776,Moderate
5015218,115218,2025-12-23,Eldoret,Nakuru,51,Salaried,56500,12,189300,Development,176600,12,17600,14300,0.565,0.933,20,0,1,76000,55600,118,0.908,0.901,9,0,0.856,Current,0,0.0064,Low
5048531,148531,2025-12-23,Mombasa,Uasin Gishu,32,Salaried,47200,2,234000,School Fees,227100,3,91400,13000,2.212,0.971,2,0,0,52500,43700,23,0.869,0.762,11,1,0.822,Late,0,0.1412,Moderate
5024235,124235,2025-12-23,Mombasa,Mombasa,21,Self-Employed,41500,4,78100,School Fees,216800,12,19300,3400,0.547,2.776,6,0,1,53600,37400,48,0.732,0.861,6,0,0.93,Late,0,0.0674,Low
5012088,112088,2025-12-23,Nakuru,Nairobi,53,Self-Employed,65500,2,261900,Business,197100,12,17500,8500,0.397,0.753,5,0,1,82400,55600,24,0.698,0.476,1,2,0.92,Current,0,0.0478,Low
5019289,119289,2025-12-23,Nyeri,Nairobi,52,Casual,17100,6,10900,Business,47000,24,2100,3900,0.351,4.312,11,0,2,18500,12800,66,0.676,0.78,11,1,0.939,Late,0,0.0722,Low
5048025,148025,2025-12-23,Embu,Nyeri,29,Business Owner,107600,4,554600,Emergency,982300,6,174800,33000,1.931,1.771,4,0,0,96700,89000,47,0.827,0.597,30,2,0.398,Severely Delinquent,1,0.2433,Moderate
5045884,145884,2025-12-23,Kisumu,Kisumu,26,Self-Employed,51000,5,141900,Agriculture,241100,6,44000,13500,1.127,1.699,0,0,0,54700,52200,50,0.56,0.72,14,1,0.942,Late,0,0.0609,Low
5021450,121450,2025-12-23,Thika,Kakamega,35,Self-Employed,38700,2,138300,Asset Finance,159000,60,3000,8200,0.289,1.15,4,0,1,36900,29500,20,0.826,0.819,7,0,0.874,Current,0,0.0227,Low
5023149,123149,2025-12-23,Nyeri,Nakuru,49,Farmer,39500,8,176300,Emergency,197300,3,72400,9000,2.061,1.119,13,0,0,35500,25000,86,1.0,0.539,4,1,0.842,Late,0,0.1412,Moderate
5032341,132341,2025-12-23,Nairobi CBD,Nairobi,43,Farmer,51800,1,211100,Emergency,130000,12,11500,4900,0.317,0.616,4,0,1,58400,50700,10,0.879,0.855,2,1,0.895,Current,0,0.0514,Low
5009019,109019,2025-12-23,Meru,Nairobi,34,Salaried,67700,10,160300,Development,472900,24,24000,1600,0.378,2.95,13,0,1,66700,48400,85,0.824,0.664,2,0,0.888,Late,0,0.0285,Low
5009845,109845,2025-12-23,Nairobi CBD,Machakos,31,Salaried,68200,3,93000,Business,489600,24,24600,15000,0.581,5.265,4,0,1,79400,67700,24,0.824,0.669,14,2,0.901,Late,0,0.3076,High
5022560,122560,2025-12-23,Nakuru,Other,24,Self-Employed,61600,7,152200,Agriculture,325300,6,64400,12800,1.253,2.137,10,1,1,63500,53800,77,0.713,0.679,3,0,0.977,Current,0,0.0537,Low
5032652,132652,2025-12-23,Nairobi CBD,Nairobi,40,Self-Employed,79100,2,96200,School Fees,148200,6,27600,12500,0.507,1.541,4,0,1,95500,74900,17,0.603,0.811,5,0,0.846,Late,0,0.0777,Low
5024849,124849,2025-12-23,Mombasa,Other,27,Salaried,48500,4,97000,Development,227500,36,6700,13700,0.421,2.345,7,0,1,43700,29500,35,0.957,0.712,5,1,0.945,Late,0,0.0197,Low
5013402,113402,2025-12-23,Nairobi CBD,Kiambu,34,Business Owner,126400,13,421800,Development,557600,24,27400,16900,0.35,1.322,10,1,1,130000,86900,110,0.86,0.917,4,1,0.982,Late,0,0.0145,Low
5031523,131523,2025-12-23,Westlands,Nakuru,21,Business Owner,79200,2,93200,Business,236300,24,11200,7400,0.235,2.535,3,0,1,83800,67600,23,0.777,0.787,5,1,0.836,Late,0,0.0643,Low
5023960,123960,2025-12-23,Mombasa,Nairobi,33,Self-Employed,153600,7,237300,Development,436500,24,20000,10000,0.195,1.839,13,1,0,139300,130000,66,0.778,0.571,6,1,0.978,Late,0,0.0424,Low
5018213,118213,2025-12-23,Thika,Kisumu,22,Salaried,93000,5,245900,Agriculture,269500,12,24200,13000,0.4,1.096,12,0,2,104600,100200,56,0.939,0.9,2,0,0.832,Late,0,0.0167,Low
5043744,143744,2025-12-23,Nakuru,Mombasa,39,Business Owner,68000,2,141600,Emergency,173500,3,61200,18100,1.166,1.225,3,0,4,63000,49900,23,0.784,0.763,1,1,0.987,Current,0,0.0929,Low
5043892,143892,2025-12-23,Meru,Nairobi,39,Business Owner,117300,5,613000,Business,969900,24,43900,2600,0.396,1.582,7,0,0,157500,153900,46,0.902,1.0,5,0,0.939,Late,0,0.0389,Low
5021853,121853,2025-12-23,Embu,Embu,30,Business Owner,92800,3,68700,Development,142500,36,4400,9900,0.154,2.074,5,1,1,100200,65900,32,0.773,0.918,2,0,0.881,Late,0,0.045,Low
5036143,136143,2025-12-23,Nakuru,Kisumu,29,Self-Employed,41000,3,133100,School Fees,166300,6,32400,9900,1.032,1.249,7,1,3,38800,34600,35,0.879,0.796,3,0,0.936,Late,0,0.045,Low
5009223,109223,2025-12-23,Nakuru,Meru,33,Self-Employed,83400,2,206700,Agriculture,630500,6,127300,20900,1.777,3.05,4,0,1,95400,86800,21,0.549,0.61,101,1,0.409,Defaulted,1,0.1916,Moderate
5017669,117669,2025-12-23,Meru,Nyeri,35,Self-Employed,57400,4,119300,Asset Finance,247200,48,5700,9800,0.27,2.072,9,0,0,56600,48300,38,0.875,0.733,3,0,0.977,Late,0,0.015,Low
5026622,126622,2025-12-23,Nakuru,Nairobi,26,Salaried,49300,6,140500,Emergency,217800,6,43900,3400,0.959,1.55,11,0,5,62400,43600,69,1.0,0.798,0,1,0.887,Current,0,0.0259,Low
5041921,141921,2025-12-23,Thika,Nairobi,21,Salaried,57100,4,214500,Agriculture,373600,18,22800,8600,0.55,1.742,2,0,1,72200,53500,44,0.885,0.788,2,0,0.939,Current,0,0.0344,Low
5046084,146084,2025-12-23,Eldoret,Other,31,Business Owner,86200,3,251100,School Fees,536300,12,51000,27600,0.912,2.136,2,0,1,109000,78400,32,0.669,0.823,1,1,0.934,Current,0,0.0958,Low
5005384,105384,2025-12-23,Nyeri,Kiambu,30,Salaried,30900,2,39600,Development,173200,36,5600,1400,0.227,4.374,3,0,0,35600,28000,22,1.0,0.782,7,0,0.948,Late,0,0.1013,Moderate
5004955,104955,2025-12-23,Meru,Nyeri,29,Self-Employed,60600,3,211600,Development,241700,12,23100,8300,0.518,1.142,5,1,0,63300,56300,30,0.919,0.393,2,2,0.895,Current,0,0.053,Low
5015328,115328,2025-12-23,Embu,Nakuru,44,Salaried,145500,3,293700,Development,1000000,12,99900,5500,0.724,3.405,4,0,0,129300,107400,33,0.813,1.0,133,6,0.642,Defaulted,1,0.2649,High
5044318,144318,2025-12-23,Embu,Kisumu,47,Casual,42500,6,46600,Business,131400,36,4100,10400,0.341,2.82,11,0,2,44300,40000,62,0.82,0.406,1,0,0.988,Late,0,0.0226,Low
5025884,125884,2025-12-23,Nyeri,Machakos,38,Salaried,110500,4,606700,Asset Finance,597000,60,11000,34700,0.414,0.984,4,1,2,102400,98300,44,0.981,0.981,5,0,0.926,Late,0,0.0277,Low
5018262,118262,2025-12-23,Thika,Mombasa,48,Salaried,88100,2,238600,Asset Finance,400200,24,19300,26700,0.522,1.677,5,0,0,100700,67100,20,0.906,0.672,7,1,0.845,Late,0,0.0452,Low
5000645,100645,2025-12-23,Westlands,Nyeri,25,Salaried,63400,4,279200,School Fees,456200,3,164500,20600,2.5,1.634,4,0,0,80700,57700,32,0.885,0.896,3,0,0.88,Late,0,0.1102,Moderate
5042667,142667,2025-12-23,Mombasa,Embu,33,Salaried,68400,8,169000,Business,382400,36,11200,1600,0.187,2.263,4,0,1,74300,61200,64,0.731,0.847,3,0,0.878,Current,0,0.0139,Low
5039854,139854,2025-12-23,Nakuru,Nairobi,32,Salaried,47700,7,255500,Development,174200,36,5100,5100,0.214,0.682,13,0,0,58800,43700,62,0.785,0.927,17,0,1.0,Late,0,0.0092,Low
5041814,141814,2025-12-23,Meru,Nairobi,35,Self-Employed,42300,1,130400,Asset Finance,184000,24,9200,1800,0.26,1.411,0,0,0,46400,42900,12,0.709,0.756,12,0,0.996,Late,0,0.0533,Low
5026702,126702,2025-12-23,Kisumu,Uasin Gishu,33,Salaried,53100,12,118400,Development,253300,36,7900,14100,0.414,2.139,15,1,1,54900,51700,118,0.753,0.884,4,1,0.852,Late,0,0.0171,Low
5036343,136343,2025-12-23,Embu,Uasin Gishu,38,Salaried,94100,1,235100,Emergency,352300,3,129400,2300,1.4,1.499,0,0,0,109200,84400,10,0.888,1.0,12,0,0.889,Current,0,0.0468,Low
5043923,143923,2025-12-23,Mombasa,Nairobi,36,Salaried,61800,5,55800,Development,359100,24,17100,14600,0.513,6.435,10,0,1,56500,41900,59,0.994,0.944,13,0,0.934,Current,0,0.1414,Moderate
5012431,112431,2025-12-23,Embu,Nyeri,21,Farmer,24200,3,69500,Business,136400,6,26900,4200,1.285,1.963,2,0,1,22800,21600,29,0.712,0.709,2,0,0.897,Late,0,0.0983,Low
5011621,111621,2025-12-23,Embu,Embu,42,Self-Employed,91600,6,91300,Business,479900,12,46100,3100,0.537,5.256,6,1,2,84700,75400,64,0.989,0.621,9,1,1.01,Current,0,0.1573,Moderate
5025577,125577,2025-12-23,Meru,Embu,32,Salaried,75800,4,254400,Development,403200,36,12200,20700,0.434,1.585,6,0,1,89500,73300,41,1.0,0.868,4,0,0.959,Current,0,0.0152,Low
5039409,139409,2025-12-23,Thika,Kisumu,33,Self-Employed,36700,6,164100,School Fees,171000,12,15500,10600,0.711,1.042,5,0,2,36200,24100,49,0.822,0.559,8,0,1.008,Late,0,0.0265,Low
5048467,148467,2025-12-23,Meru,Kisumu,34,Salaried,35800,3,79700,Agriculture,83500,6,15900,6300,0.62,1.048,7,0,0,38500,25900,33,0.812,0.97,4,1,1.004,Current,0,0.0407,Low
5022838,122838,2025-12-23,Nairobi CBD,Nairobi,31,Salaried,32700,2,89400,Business,205000,12,19900,5000,0.761,2.293,5,0,3,34200,24300,17,0.659,0.852,17,0,0.892,Late,0,0.0894,Low
5047220,147220,2025-12-23,Thika,Kiambu,43,Self-Employed,85000,8,105700,Business,366800,12,36700,8400,0.531,3.47,13,1,1,102400,91400,95,0.795,0.625,10,0,0.976,Current,0,0.0472,Low
5043419,143419,2025-12-23,Westlands,Other,45,Farmer,50500,5,239400,Development,318600,12,29500,8000,0.743,1.331,6,1,1,62800,56200,40,0.653,0.612,0,1,0.857,Current,0,0.0696,Low
5037725,137725,2025-12-23,Eldoret,Nairobi,40,Salaried,41500,7,116200,Business,154900,36,4600,7100,0.282,1.333,14,0,1,51100,41700,83,0.987,0.92,25,4,0.991,Late,0,0.0031,Low
5020802,120802,2025-12-24,Meru,Nakuru,24,Farmer,35200,3,168400,Agriculture,267000,6,51200,10600,1.756,1.586,8,0,1,31200,21500,28,0.72,0.797,1,1,0.905,Current,0,0.1532,Moderate
5049684,149684,2025-12-24,Kisumu,Embu,30,Self-Employed,105800,2,234700,Development,383000,12,36600,16500,0.502,1.632,2,0,0,130100,101700,21,0.673,0.856,14,1,1.018,Current,0,0.0437,Low
5021423,121423,2025-12-24,Westlands,Nairobi,34,Self-Employed,81300,15,424700,Development,332900,24,14800,7600,0.276,0.784,23,0,0,70000,54600,123,0.753,0.394,14,1,0.892,Late,0,0.0043,Low
5044479,144479,2025-12-24,Mombasa,Nairobi,38,Self-Employed,41200,6,198700,Agriculture,354600,6,66800,14300,1.968,1.785,6,0,0,52300,37500,54,0.872,0.971,8,0,0.961,Late,0,0.0496,Low
5033828,133828,2025-12-24,Nyeri,Meru,30,Self-Employed,37700,4,58900,Emergency,198200,6,39500,12000,1.366,3.365,8,0,0,47200,42300,33,0.816,0.625,2,0,0.947,Late,0,0.0586,Low
5010162,110162,2025-12-24,Thika,Nairobi,26,Business Owner,107800,9,72900,Development,459000,36,15300,24100,0.365,6.296,9,0,1,105800,86800,89,0.99,0.72,0,1,0.916,Current,0,0.1257,Moderate
5024025,124025,2025-12-24,Embu,Nairobi,33,Self-Employed,149300,4,550600,Development,834500,24,40400,48000,0.592,1.516,6,0,0,180300,165100,41,0.876,0.896,4,0,0.995,Late,0,0.0263,Low
5010897,110897,2025-12-24,Westlands,Uasin Gishu,29,Salaried,100800,5,342200,Agriculture,400800,6,74400,19500,0.932,1.171,12,2,1,95700,73400,48,1.0,0.659,3,0,0.841,Current,0,0.05,Low
5008262,108262,2025-12-24,Nairobi CBD,Nairobi,47,Salaried,98700,4,200300,Development,462300,36,14800,9800,0.249,2.308,5,1,2,85800,69400,43,0.982,0.791,6,0,0.836,Late,0,0.0473,Low
5028344,128344,2025-12-24,Nyeri,Meru,55,Farmer,40600,4,59600,Agriculture,167400,18,10900,2000,0.318,2.809,10,0,0,49400,35800,41,0.871,0.619,6,1,0.874,Late,0,0.0548,Low
5028485,128485,2025-12-24,Eldoret,Meru,39,Business Owner,143700,5,520400,Agriculture,787800,18,47100,33400,0.56,1.514,4,0,3,174500,158100,57,0.884,0.732,1,0,0.843,Late,0,0.0247,Low
5034178,134178,2025-12-24,Nakuru,Kiambu,47,Salaried,30100,6,97200,School Fees,217500,12,22000,2900,0.827,2.238,3,0,0,31000,21900,57,0.846,0.441,20,3,0.481,Restructured,1,0.0389,Low
5005423,105423,2025-12-24,Nyeri,Nakuru,41,Farmer,24900,5,40700,Business,85800,24,4000,3300,0.293,2.108,12,0,0,31800,23200,51,0.678,0.985,28,0,0.704,Defaulted,1,0.0331,Low
5038406,138406,2025-12-24,Nakuru,Meru,34,Business Owner,100300,9,363700,Agriculture,244400,12,23400,30300,0.535,0.672,16,1,1,94500,72500,101,0.541,0.915,7,0,0.842,Late,0,0.0062,Low
5048183,148183,2025-12-24,Westlands,Nairobi,44,Farmer,40600,5,3100,School Fees,217400,12,19800,11200,0.764,70.129,4,0,0,38500,31200,49,0.691,0.914,125,5,0.43,Defaulted,1,1.0,Very High
5004523,104523,2025-12-24,Nakuru,Kisumu,42,Farmer,35100,2,81800,Development,187300,24,9500,7600,0.487,2.29,6,0,0,39700,34500,16,1.0,1.0,7,0,0.84,Late,0,0.0504,Low
5035872,135872,2025-12-24,Kisumu,Uasin Gishu,31,Salaried,139000,7,695600,Agriculture,868800,6,175600,34000,1.508,1.249,9,0,0,185400,139700,69,0.71,0.664,0,1,1.005,Current,0,0.0567,Low
5011141,111141,2025-12-24,Eldoret,Nairobi,38,Business Owner,59400,3,176200,School Fees,395600,3,148500,14700,2.5,2.245,6,0,2,61400,45900,25,0.645,0.806,6,1,0.887,Late,0,0.3,High
5026640,126640,2025-12-24,Kisumu,Nairobi,31,Self-Employed,55100,11,244900,Development,281500,36,9000,12500,0.39,1.149,8,1,2,53300,37000,121,0.763,0.751,4,0,0.951,Current,0,0.0105,Low
5002629,102629,2025-12-24,Eldoret,Uasin Gishu,30,Self-Employed,90300,8,399800,School Fees,424200,12,39600,3200,0.474,1.061,8,0,1,112600,107400,70,0.839,0.667,5,0,0.946,Current,0,0.026,Low
5006277,106277,2025-12-24,Embu,Nairobi,37,Salaried,43200,2,198700,Asset Finance,213200,24,9300,4400,0.317,1.073,4,0,2,53200,50100,24,0.894,0.721,4,0,0.862,Late,0,0.0295,Low
5047147,147147,2025-12-24,Mombasa,Nairobi,44,Salaried,62200,10,45100,Agriculture,203800,18,13200,18600,0.511,4.519,13,1,3,56500,54300,80,0.956,0.745,14,0,0.947,Current,0,0.0705,Low
5029152,129152,2025-12-24,Nairobi CBD,Machakos,52,Self-Employed,94200,2,114200,Business,509100,36,15400,14200,0.314,4.458,5,2,4,90900,64100,24,0.843,0.959,39,1,0.683,Defaulted,1,0.2132,Moderate
5022687,122687,2025-12-24,Nakuru,Kisumu,40,Self-Employed,47700,3,113800,School Fees,140200,6,27400,12300,0.832,1.232,4,0,1,56900,49700,34,0.963,0.688,4,0,0.852,Current,0,0.0709,Low
5043596,143596,2025-12-24,Nakuru,Other,33,Salaried,55800,3,303600,Development,248200,24,11500,12200,0.425,0.818,6,0,2,56500,40500,35,0.819,0.678,6,1,0.976,Late,0,0.0248,Low
5036041,136041,2025-12-24,Eldoret,Kiambu,51,Farmer,59500,4,166300,Development,383900,36,13000,2800,0.266,2.308,6,1,0,75800,69600,34,0.881,0.918,5,1,0.892,Late,0,0.0458,Low
5041439,141439,2025-12-24,Thika,Machakos,44,Salaried,74000,5,208700,Business,177100,36,5100,23200,0.382,0.849,10,0,0,88400,69400,56,0.759,0.428,5,0,0.881,Late,0,0.0124,Low
5030488,130488,2025-12-24,Eldoret,Nyeri,38,Business Owner,58000,2,197000,Business,220100,36,6600,1900,0.147,1.117,1,0,1,63300,56700,20,0.683,0.631,5,0,0.939,Late,0,0.0297,Low
5016934,116934,2025-12-24,Embu,Kisumu,48,Salaried,31800,2,24700,Emergency,113800,6,20600,10700,0.984,4.607,1,0,2,31700,30100,16,0.773,0.844,7,1,0.867,Current,0,0.2145,Moderate
5019333,119333,2025-12-24,Embu,Uasin Gishu,41,Self-Employed,48900,1,73700,Development,263100,12,23500,5300,0.589,3.57,1,0,2,53400,51700,9,0.745,0.619,3,2,0.952,Late,0,0.1887,Moderate
5011743,111743,2025-12-24,Nyeri,Uasin Gishu,36,Salaried,24200,7,49600,Business,97500,36,3200,7600,0.446,1.966,6,0,5,29000,21100,57,0.735,0.739,6,0,0.989,Late,0,0.0223,Low
5036878,136878,2025-12-24,Nairobi CBD,Uasin Gishu,25,Salaried,69800,2,309600,Development,237400,36,7200,21100,0.405,0.767,3,0,0,81900,79800,17,0.852,0.842,1,0,0.852,Late,0,0.0216,Low
5039219,139219,2025-12-24,Kisumu,Nakuru,43,Self-Employed,61100,5,118100,School Fees,392300,3,145300,12900,2.5,3.322,4,0,1,61200,46000,44,0.724,0.757,7,0,0.845,Late,0,0.3486,High
5009516,109516,2025-12-24,Mombasa,Embu,40,Salaried,42200,0,103100,Business,202600,6,36500,8600,1.069,1.965,4,1,0,39900,26900,3,0.894,0.507,4,0,0.883,Late,0,0.1535,Moderate
5023985,123985,2025-12-24,Nakuru,Embu,34,Salaried,50300,16,132500,Business,228900,36,7300,1700,0.179,1.728,25,0,0,45500,30800,144,0.863,0.635,8,0,0.895,Current,0,0.0013,Low
5012483,112483,2025-12-24,Westlands,Uasin Gishu,41,Salaried,43200,1,147100,Emergency,233700,12,23200,12900,0.836,1.589,2,0,0,41700,38500,8,0.834,0.578,3,0,0.93,Late,0,0.0718,Low
5048099,148099,2025-12-24,Kisumu,Mombasa,22,Salaried,54800,8,275800,Emergency,274500,3,103800,9600,2.069,0.995,4,0,0,71600,59500,75,0.895,0.817,7,1,0.991,Late,0,0.047,Low
5003808,103808,2025-12-24,Eldoret,Nairobi,33,Self-Employed,31900,10,63000,Agriculture,151800,18,9200,7100,0.511,2.41,17,1,1,38600,35000,115,0.873,0.793,13,2,0.971,Current,0,0.0136,Low
5044041,144041,2025-12-24,Nairobi CBD,Nyeri,28,Salaried,108200,3,263300,Development,221900,24,9700,6200,0.147,0.843,7,0,1,116200,78800,33,0.893,0.829,3,0,0.824,Current,0,0.009,Low
